start_station_name,year,number_of_rides
Francisco Ave & Bloomingdale Ave,2024,923
Knox Ave & Montrose Ave,2024,909
Monticello Ave & Lawrence Ave,2024,902
Western Ave & Grace St,2024,895
St. Louis Ave & Balmoral Ave,2024,878
Kedzie Ave & Foster Ave,2024,862
Central St & Girard Ave,2024,857
Cottage Grove Ave & Oakwood Blvd,2024,841
Dodge Ave & Church St,2024,839
Kedzie Ave & George St,2024,822
N Shore Channel Trail & Argyle St,2024,819
Clark St & Touhy Ave,2024,817
Leavitt St & Archer Ave,2024,807
Western Ave & Granville Ave,2024,807
California Ave & Granville Ave,2024,806
Ridge Blvd & Touhy Ave,2024,794
California Ave & Lake St,2024,790
Lincoln Ave & Peterson Ave,2024,774
State St & 29th St,2024,771
Damen Ave/Coulter St,2024,764
Cottage Grove Ave & 43rd St,2024,740
Western Ave & Berteau Ave,2024,734
Valli Produce - Evanston Plaza,2024,729
Bosworth Ave & Howard St,2024,716
Kedzie Ave & Bryn Mawr Ave,2024,714
Kedzie Ave & 48th Pl,2024,709
Warren Park East,2024,708
Kilbourn Ave & Irving Park Rd,2024,699
Kildare Ave & Montrose Ave,2024,696
Ridge Blvd & Howard St,2024,687
Karlov Ave & Armitage Ave,2024,668
Pulaski Rd & 51st St,2024,653
Sacramento Blvd & Addison St,2024,643
DuSable Museum,2024,638
Francisco Ave & Montrose Ave,2024,638
Western Ave & Gunnison St,2024,636
Elmwood Ave & Austin St,2024,630
Oakley Ave & Touhy Ave,2024,623
Western Ave & 24th St,2024,620
Milwaukee Ave & Cuyler Ave,2024,616
Troy St & Grace St,2024,612
Central Park Ave & North Ave,2024,604
Wood St & 35th St,2024,600
Public Rack - Washtenaw Ave & Superior St,2024,583
Calumet Ave & 51st St,2024,580
MLK Jr Dr & 47th St,2024,578
2112 W Peterson Ave,2024,564
Whipple/Irving Park,2024,562
Kedzie Ave & Lake St,2024,555
Maplewood Ave & Peterson Ave,2024,555
Prairie Ave & 43rd St,2024,554
Elston Ave & Henderson St,2024,552
Western Ave & Lake St,2024,546
Central Park Ave & Ogden Ave,2024,540
Washtenaw Ave & Ogden Ave,2024,531
Sacramento Blvd & Franklin Blvd,2024,523
California Ave & Winona St,2024,511
Richmond St & Lincoln Ave,2024,505
California Ave & 21st St,2024,501
Kedzie Ave & Chicago Ave,2024,501
N Clark St & W Elm St,2024,495
Milwaukee Ave & Ainslie St,2024,494
Pulaski Rd & Eddy St,2024,492
Budlong Woods Library,2024,471
Dodge Ave & Mulford St,2024,471
Lincolnwood Dr & Central St,2024,471
Conservatory Dr & Lake St,2024,465
Dodge Ave & Main St,2024,460
Archer (Damen) Ave & 37th St,2024,454
Kilbourn Ave & Milwaukee Ave,2024,452
Albany Ave & Belmont Ave,2024,450
Kostner Ave & Wrightwood Ave,2024,445
Halsted St & 37th St,2024,444
Long & Irving Park,2024,434
Western Blvd & 48th Pl,2024,433
N Sheffield Ave & W Wellington Ave,2024,427
Keeler Ave & Carmen Ave,2024,425
St Louis Ave & Foster Ave,2024,418
Cottage Grove Ave & 67th St,2024,416
Lincoln Ave & Balmoral Ave,2024,411
Hoyne Ave & 47th St,2024,409
Springfield Ave & North Ave,2024,399
Campbell Ave & Irving Park Rd,2024,397
Public Rack - Hyde Park Blvd & 53rd St,2024,394
Kenneth Ave & Lawrence Ave,2024,393
Public Rack - Christiana Ave & Belmont Ave,2024,391
Public Rack - Woodlawn Ave & 63rd St N,2024,390
Stony Island Ave & 63rd St,2024,390
Kedzie Ave & 21st St,2024,389
Rockwell St & Cermak Rd,2024,381
Karlov Ave & Lawrence Ave,2024,377
California Ave & 23rd Pl,2024,368
Kenosha Ave & Wellington Ave,2024,356
Central Park Ave & Ardmore Ave,2024,355
Kilbourn Ave & Belden Ave,2024,350
Wolcott Ave & Fargo Ave,2024,350
State St & 95th St,2024,347
Kostner Ave & Bryn Mawr Ave,2024,345
Jeffery Blvd & 67th St,2024,342
North Boundary Park,2024,342
Kedvale Ave & Peterson Ave,2024,339
Burnham Greenway & 112th St,2024,338
Fairfield Ave & Pratt Blvd,2024,334
Wrigley Events Parking Area,2024,332
Princeton Ave & 47th St,2024,326
MLK Jr Dr & 56th St,2024,317
Kilbourn Ave & Roscoe St,2024,315
Lockwood Ave & Wrightwood Ave,2024,314
Weekend Night Parking Area A,2024,313
Narragansett Ave & Wrightwood Ave,2024,311
Big Marsh Park,2024,310
Washtenaw Ave & Peterson Ave,2024,310
Jeffery Blvd & 71st St,2024,304
Midway Orange Line,2024,300
South Shore Dr & 74th St,2024,297
Exchange Ave & 79th St,2024,296
Milwaukee Ave & Agatite Ave,2024,295
Eberhart Ave & 61st St,2024,294
Rainbow - Beach,2024,288
Clark St & Randolph St,2024,286
Stony Island Ave & 67th St,2024,270
Sacramento Blvd & Fulton Ave,2024,269
Indiana Ave & 40th St,2024,267
Central Ave & Chicago Ave,2024,258
Fairfield Ave & Roosevelt Rd,2024,257
Weekend Night Parking Area B,2024,256
Dan Ryan Woods & 83rd St,2024,252
Kostner Ave & Devon Ave,2024,252
Damen Ave & Pershing Rd,2024,248
Lavergne Ave & Fullerton Ave,2024,248
Austin Blvd & Lake St,2024,247
Perry Ave & 69th St,2024,241
Princeton Ave & Garfield Blvd,2024,241
Stony Island Ave & 71st St,2024,241
California Ave & 26th St,2024,240
Shields Ave & 43rd St,2024,239
Kilbourn Ave & Diversey Ave,2024,237
California Ave & Touhy Ave,2024,236
Millard Ave & 26th St,2024,235
Cicero Ave & Wrightwood Ave,2024,234
State St & 54th St,2024,234
Public Rack - Racine Ave & 109th Pl,2024,232
Calumet Park,2024,231
Chicago State University,2024,230
Grace St & Cicero Ave,2024,229
Baltimore Ave & 87th St,2024,225
Kedzie Ave & 57th St,2024,225
Halsted St & 47th Pl,2024,219
Cicero Ave & Roscoe Ave,2024,218
MLK Jr Dr & 63rd St,2024,212
Public Rack - Milwaukee Ave & Diversey Ave,2024,211
Ashland Ave & Pershing Rd,2024,209
Public Rack - Haft Ave & Milwaukee Ave,2024,207
Sacramento Ave & Lunt Ave,2024,206
Central Ave & Altgeld St,2024,205
Public Rack - Kedzie Ave & Argyle St,2024,204
Washtenaw Ave & Polk St,2024,204
Laramie Ave & Irving Park Rd,2024,203
Menard Ave & Lawrence Ave,2024,202
Walden Pkwy & 100th St,2024,201
Union Ave & Root St,2024,200
Linder Ave & Montrose Ave,2024,199
Rockwell St & Archer Ave\t,2024,199
Long Ave & Belmont Ave,2024,198
Kostner Ave & Adams St,2024,197
Public Rack - Western Ave & Devon Ave,2024,196
Western Ave & 111th St,2024,196
Artesian Ave & 55th St,2024,194
Shabbona Park,2024,194
Virginia Ave & Catalpa Ave,2024,194
Eggleston Ave & 69th St,2024,193
State St & 79th St,2024,193
University Ave & 65th St,2024,190
Stony Island Ave & 75th St,2024,189
Leclaire Ave & Belmont Ave,2024,188
Stony Island Ave & 64th St,2024,187
California & 16th St,2024,186
Harlem Ave & Irving Park Rd,2024,186
Bernard St & Peterson Ave,2024,184
Public Rack - Rockwell & Division,2024,184
Washtenaw Ave & Madison St,2024,184
Public Rack - Langley Ave & 49th St,2024,182
Ashland Ave & 50th St,2024,181
Public Rack - Hamlin Ave & Montrose Ave,2024,180
Central Park & Augusta Blvd,2024,179
Hamlin Ave & Grand Ave,2024,178
May St & 69th St,2024,178
Sacramento Ave & Pratt Blvd,2024,178
Austin Blvd & Madison St,2024,177
Public Rack - California Ave & Cortez St,2024,177
Fairfield Ave & 44th St,2024,172
Kildare Ave & North Ave,2024,172
Halsted St & 51st St,2024,171
Western Ave & Ardmore Ave,2024,171
Nordica Ave & Medill Ave,2024,169
Kilpatrick Ave & Grand Ave,2024,168
Oak Park & Wellington,2024,168
Wentworth Ave & 63rd St,2024,164
Cottage Grove Ave & 83rd St,2024,163
Public Rack - Spaulding Ave & Evergreen Ave,2024,162
Prospect Sq & 91st St,2024,161
Ashland Ave & McDowell Ave,2024,159
Public Rack - Hyde Park Blvd & 55th St,2024,157
Public Rack - Monticello Ave & Belmont Ave,2024,157
Public Rack - Washtenaw Ave & Devon Ave,2024,157
Loomis St & 89th St,2024,156
Lexington St & California Ave,2024,155
Loomis Blvd & 84th St,2024,154
Lowell Ave & Armitage Ave,2024,154
Narragansett Ave & School St,2024,153
Public Rack - Harold Washington Park,2024,153
St Louis Ave & 59th St,2024,153
Marshfield Ave & 44th St,2024,152
Yates Blvd & 75th St,2024,152
Lawndale Ave & 30th St,2024,150
Albany Ave & 26th St,2024,149
Public Rack - Hollywood Park,2024,148
Kostner Ave & Belmont Ave,2024,147
Commercial Ave & 83rd St,2024,146
Central Ave & Lake St,2024,145
Public Rack - Milwaukee Ave & Higgins Ave,2024,145
Public Rack - Pulaski Rd & 44th St,2024,144
Hoyne Ave & 34th St,2024,143
Lamon Ave & Armitage Ave,2024,143
Halsted St & 96th St,2024,142
Kilpatrick Ave & Parker Ave,2024,142
Lockwood Ave & Grand Ave,2024,139
Halsted St & 63rd St,2024,138
Kedzie Ave & Redfield Dr,2024,138
Narragansett Ave & Montrose Ave,2024,138
Central Ave & Roscoe St,2024,137
Lowell Ave & Armitage,2024,137
Artesian Ave & Marquette Rd,2024,136
Pulaski & Ann Lurie Pl,2024,136
California Ave & Marquette Rd,2024,135
Lawndale Ave & 111th St,2024,135
Major Ave & Addison St,2024,135
Springfield Ave & 47th St,2024,135
State St & Pershing Rd,2024,134
Western Ave & 43rd St,2024,134
Austin Blvd & Chicago Ave,2024,133
Central Ave & Parker Ave,2024,133
Komensky Ave & 31st St,2024,133
Lavergne Ave & Lawrence Ave,2024,133
Morgan St & Pershing Rd,2024,132
Burnham Greenway & 105th St,2024,129
Lamon Ave & Belmont Ave,2024,129
Wabash Ave & 87th St,2024,129
Harding Ave & Division St,2024,127
Meade Ave & Fullerton Ave,2024,127
Public Rack - Hamlin Ave & Fullerton Ave,2024,127
Halsted St & 111th St,2024,126
Sayre Ave & Diversey Ave,2024,126
Calumet Ave & 71st St,2024,125
Central Park Ave & Ohio St,2024,125
Central Park Ave & Washington Blvd,2024,125
Laramie Ave & Addison St,2024,124
Cicero Ave & Lake St,2024,123
Ewing Ave & Burnham Greenway,2024,122
Steelworkers Park,2024,122
Hale Ave & 107th St,2024,120
St Louis Ave & Norman Bobbins Pl,2024,120
Lawler Ave & 50th St,2024,119
Halsted St & 78th St,2024,118
MTV Hubbard St,2024,118
Marmora Ave & Irving Park Rd,2024,117
Springfield Ave & 71st St,2024,117
Michigan Ave & 71st St,2024,116
California Ave & Madison St,2024,115
Merrimac Park,2024,115
Public Rack - Cumberland & Catherine,2024,114
Francisco Ave & 47th St,2024,113
Public Rack - Kostner Ave & Armitage Ave,2024,113
Rockwell St & 57th St,2024,113
Grace St & Central Ave,2024,112
Harding Ave & 26th St,2024,112
Harlem Ave & Bloomingdale Ave,2024,111
Rockwell St & Archer Ave,2024,111
Tripp Ave & 65th St,2024,111
Western Ave & 104th St,2024,111
Central Park Ave & 24th St,2024,108
Pulaski Rd & Lake St,2024,107
Avenue O & 118th St,2024,106
Long Ave & Belden Ave,2024,106
Oglesby Ave & 100th St,2024,104
Summit Ave & 86th St,2024,104
Damen Ave & 87th St,2024,103
Laramie Ave & Madison St,2024,103
California Ave & 41st St,2024,102
Komensky Ave & 55th St,2024,102
MLK Jr Dr & 83rd St,2024,102
Mango Ave & Diversey Ave,2024,102
Public Rack - Milwaukee Ave & Haussen Ct,2024,102
Wood St & 33rd St,2024,102
Dauphin Ave & 87th St,2024,101
Pershing Rd & Sacramento Ave,2024,101
Central Ave & Madison St,2024,100
Albany Ave & Douglas Blvd,2024,98
Central Park Blvd & 5th Ave,2024,98
Evans Ave & 75th St,2024,97
Narragansett Ave & McLean Ave,2024,96
Narragansett & Wrightwood,2024,94
Woodlawn Ave & 75th St,2024,94
California Ave & 71st St,2024,93
Commercial Ave & 130th St,2024,93
Kildare Ave & 26th St,2024,93
Phillips Ave & 79th St,2024,93
Public Rack - Kinzua Ave & Devon Ave,2024,93
Public Rack - Lafayette Ave & 95th St,2024,93
Sacramento Ave & 25th St,2024,93
Cottage Grove Ave & 111th Pl,2024,92
Kedzie Ave & Harrison St,2024,92
Granville Ave & Pulaski Rd,2024,91
Houston Ave & 92nd St,2024,91
Meade Ave & Addison St,2024,91
Public Rack - Throop St & 58th St,2024,91
Monticello Ave & Chicago Ave,2024,90
Public Rack - Campbell Ave & Pratt Blvd,2024,90
Public Rack - Drake Ave & Leland Ave,2024,90
21st St & Pulaski Rd,2024,89
Komensky Ave & 47th St,2024,89
Harding Ave & Chicago Ave,2024,88
Karlov Ave & Madison St,2024,88
Kedzie Ave & 24th St,2024,88
Kostner Ave & 63rd St,2024,88
Pulaski Rd & 54th St,2024,88
Hegewisch Metra Station,2024,87
Central Ave & Wellington Ave,2024,85
Richmond St & 59th St,2024,85
Halsted St & 69th St,2024,84
Orange Ave & Addison St,2024,84
Public Rack - Lawndale Ave & Diversey Ave,2024,84
Kildare Ave & Division St,2024,83
Lavergne Ave & Division St,2024,83
Albany Ave & 16th St,2024,82
Kedzie Ave & 52nd St,2024,82
Public Rack - Kimbark Ave & 63rd St,2024,82
Doty Ave & 111th St,2024,81
Laramie Ave & Kinzie St,2024,81
Wellington Ave & Mulligan Ave,2024,81
Lawler Ave & North Ave,2024,80
Peterson/Ridge Metra,2024,80
Pulaski Rd & 68th St,2024,80
Cicero Ave & Wellington Ave,2024,79
Harding Ave & 31st St,2024,79
Jeffery Blvd & 76th St,2024,79
Vernon Ave & 79th St,2024,79
Lamon Ave & Chicago Ave,2024,78
Lavergne Ave & Diversey Ave,2024,78
Meade Ave & Diversey Ave,2024,78
Damen Ave & 81st St,2024,77
Greenwood Ave & 79th St,2024,77
Public Rack - Olmstead Ave & Oliphant Ave,2024,77
Spaulding Ave & 16th St,2024,77
Vernon Ave & 75th St,2024,77
Francisco Ave & 85th St,2024,76
Halsted St & 56th St,2024,76
Indiana Ave & 103rd St,2024,76
Kedzie Ave & Roosevelt Rd,2024,76
Mason Ave & Belmont Ave,2024,76
Vernon Ave & 107th St,2024,76
Kenneth Ave & 50th St,2024,75
Kildare Ave & 55th St,2024,75
Marmora Ave & Belmont Ave,2024,75
Western Ave & 28th St,2024,75
Public Rack - Kedvale Ave & 63rd St W,2024,74
Western Ave & 79th St,2024,74
Kedzie Ave & 66th Pl,2024,73
Harlem Ave & Grace St,2024,72
Kedzie Ave & 54th Pl,2024,72
Public Rack - Spaulding Ave & North Ave,2024,72
Stewart Ave & 63rd St,2024,71
Central Park Ave & Douglas Blvd,2024,70
Knox Ave & Marquette Ave,2024,70
Public Rack - Harper Ave & 63rd St,2024,70
Mozart St & Jackson Blvd,2024,69
Public Rack - Jensen Park,2024,69
Public Rack - Pulaski Rd & Armitage Ave,2024,69
Weekend Night Parking Area D,2024,69
Clyde Ave & 87th St,2024,68
Greenwood Ave & 91st St,2024,68
Long Ave & Diversey Ave,2024,68
Public Rack - Milwaukee Ave & Catalpa Ave,2024,68
Racine Ave & Garfield Blvd,2024,68
Ashland Ave & 66th St,2024,67
Kildare Ave & 47th St,2024,67
Mason Ave & Grand Ave,2024,67
Public Rack - Milwaukee Ave & Culyer Ave,2024,67
Constance Ave & 95th St,2024,66
Public Rack - Holbrook St & Milwaukee Ave,2024,66
Harlem & Irving Park,2024,65
Latrobe Ave & Chicago Ave,2024,65
Maplewood Ave & 59th St,2024,65
Narragansett & Irving Park,2024,65
Scottsdale Park,2024,65
Campbell Ave & 51st St,2024,64
Laramie Ave & Gladys Ave,2024,64
Pittsburgh Ave & Irving Park Rd,2024,64
Public Rack - Wilbur Wright College South,2024,64
Ellis Ave & 83rd St,2024,63
Kedzie Ave & 110th St,2024,63
Kildare Ave & Chicago Ave,2024,63
North Ave & New England Ave,2024,63
Public Rack - Forest Glen & Peterson,2024,63
Public Rack - Keating & Peterson,2024,63
Public Rack - Rockwell Ave & Touhy Ave ,2024,63
Burley Ave & 85th St,2024,62
Seeley Ave & Garfield Blvd,2024,62
Artesian Ave & 71st St,2024,61
Elizabeth St & 47th St,2024,60
Hamlin Ave & 62nd Pl,2024,60
La Villita Park,2024,60
Public Rack - Kostner Ave & Diversey Ave,2024,60
Public Rack - Penn Elementary School / KIPP Ascend Middle School,2024,60
Public Rack - Walden Pkwy & 103rd St,2024,60
St Louis Ave & Norman Bobbins Ave,2024,60
Central Ave & Harrison St,2024,59
Damen Ave & 74th St,2024,59
Eberhart Ave & 91st St,2024,59
Kedzie Ave & 60th St,2024,58
Kedzie Ave & Jackson Blvd,2024,58
Kostner Ave & Lake St,2024,58
Public Rack - Avers & Lawrence,2024,58
Torrence Ave & 126th Pl,2024,58
Public Rack - Milwaukee Ave & Kennedy Expy,2024,57
State St & 76th St,2024,57
California Ave & 36th St,2024,56
Damen Ave & 59th St,2024,56
Homan Ave & 26th St,2024,56
Nagle Ave & Belmont Ave,2024,56
Avenue O & 134th St,2024,55
Cicero Ave & Quincy St,2024,55
Kedzie Ave & Archer Ave,2024,55
Marshfield Ave & 59th St,2024,55
Martin Luther King Dr & 111th St,2024,55
Public Rack - Evans Ave & 63rd St,2024,55
Ashland Ave & 63rd St,2024,54
Public Rack - Austin Blvd & North Ave,2024,54
Public Rack - Calumet Ave & 51st St,2024,54
Stewart Ave & 83rd St,2024,54
Wabash Ave & 83rd St,2024,54
Whipple St & Roosevelt Rd,2024,54
Halsted St & 73rd St,2024,53
Mango Ave & North Ave,2024,53
Marquette Ave & 89th St,2024,53
Public Rack - California Ave & Devon Ave - NE,2024,53
Public Rack - Irving Park Rd & Leclaire Ave,2024,53
Pulaski Rd & Congress Pkwy,2024,53
Vincennes Ave & 104th St,2024,53
Cicero Ave & Grace St,2024,52
Mulligan Ave & Archer Ave,2024,52
Oketo Ave & Addison St,2024,52
Public Rack - Midway Orange Line,2024,52
Public Rack - Nagle Ave & Belmont Ave,2024,52
Public Rack - Western Blvd & 49th St,2024,52
Springfield Ave & 80th St,2024,52
St. Louis & 71st St,2024,52
Roscoe & Harlem,2024,51
Cottage Grove Ave & 71st St,2024,50
East End Ave & 87th St,2024,50
Lavergne Ave & 46th St,2024,50
Major Taylor Trail & 115th St,2024,50
Mozart St & 55th St,2024,50
Ashland Ave & Garfield Blvd,2024,49
Cicero Ave & Flournoy St,2024,49
Columbus Ave & 79th St,2024,49
Kedzie Ave & 45th St,2024,49
Kedzie Ave & 83rd St,2024,49
Pulaski Rd & 60th St,2024,49
Public Rack - Central Ave & Lawrence Ave,2024,48
Public Rack - Lavergne & Lawrence,2024,48
Public Rack - Lowell Ave & Elston Ave,2024,48
Weekend Night Parking Area C,2024,48
Archer Ave & Homan Ave,2024,47
Bradley Park,2024,47
Mayfield Ave & Roosevelt Rd,2024,47
Public Rack - Nagel & Higgins,2024,47
Avers Ave & 16th St,2024,46
Public Rack - Hiawatha & Mendota,2024,46
Public Rack - Kimball Ave & Lawrence Ave,2024,46
Public Rack - Sawyer Ave & Lawrence Ave,2024,46
Public Rack - Milwaukee Ave & Lawrence Ave,2024,45
State St & 45th St,2024,45
Cottage Grove Ave & 78th St,2024,44
Laramie Ave & Bloomingdale Ave,2024,44
Orange & Addison,2024,44
Public Rack - Avers Ave & Irving Park Rd,2024,44
Public Rack - Langley Ave & Oakwood Blvd,2024,44
Public Rack - Leamington & Elston,2024,44
Stony Island Ave & 82nd St,2024,44
Tripp Ave & 31st St,2024,44
Commercial Ave & 100th St,2024,43
Francisco Ave & Hollywood Ave,2024,43
Kedzie Ave & 73rd St,2024,43
Kenton Ave & Madison St,2024,43
Kilbourn Ave & 49th St,2024,43
Public Rack - Prairie Ave & Garfield Blvd S,2024,43
Troy St & Jackson Blvd,2024,43
Ashland Ave & 74th St,2024,42
Damen Ave & 51st St,2024,42
Dauphin Ave & 103rd St,2024,42
Public Rack - Halsted St & 95th St - SE,2024,42
Public Rack - Kilpatrick & Elston,2024,42
Ewing Ave & 106th St,2024,41
Fullerton & Monitor,2024,41
Public Rack - Jeffery Blvd & 67th St,2024,41
Public Rack - Kenneth & Carmen,2024,41
Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,2024,41
Public Rack - Washington Park Ct & 51st St,2024,41
Damen Ave & 33rd St,2024,40
Homewood Ave & 115th St,2024,40
Lawndale Ave & 16th St,2024,40
Public Rack - Lavergne Ave & Belle Plaine Ave,2024,40
Public Rack - Menard Ave & Belmont Ave,2024,40
Public Rack - Springfield Ave & Lawrence Ave,2024,40
Pulaski Rd & 84th St,2024,40
Leamington Ave & Hirsch St,2024,39
Spaulding Ave & 63rd,2024,39
Stony Island Ave & South Chicago Ave,2024,39
Pine Ave & Division St,2024,37
Public Rack - Cicero Ave & Belle Plaine Ave,2024,37
Public Rack - Melvina & Foster,2024,37
Augusta Blvd & Laramie Ave,2024,36
Halsted St & 104th St,2024,36
Paulina Ave & 87th St,2024,36
Public Rack - Lockwood & Archer,2024,36
Public Rack - Western Ave & 96th St,2024,36
Archer Ave & 43rd St,2024,35
Commercial Ave & 97th St,2024,35
Elizabeth St & 92nd St,2024,35
Kildare Ave & Archer Ave,2024,35
Public Rack - Fullerton Ave & Narragansett Ave,2024,35
Public Rack - Langley Ave & 105th Pl,2024,35
Halsted St & 59th St,2024,34
Kedzie Ave & 104th St,2024,34
Monitor Ave & Division St,2024,34
Parkside Ave & Armitage Ave,2024,34
Public Rack - Central Ave & Pensacola Ave,2024,34
Public Rack - Sacramento Ave & Devon Ave,2024,34
Wabash Ave & 49th St,2024,34
Columbus Ave & 83rd Pl,2024,33
Public Rack - 63rd Pl & Narraganssett Ave,2024,33
Public Rack - California Ave & Devon Ave - NW,2024,33
Public Rack - Delphina & Foster,2024,33
Public Rack - Karlov Ave & Milwaukee Ave,2024,32
Public Rack - Keystone Ave & Irving Park Rd,2024,32
Public Rack - Kimball Ave & Carmen Ave,2024,32
Public Rack - Norwood Park Station ,2024,32
S Michigan Ave & E 118th St,2024,32
Troy Ave & 27th St,2024,32
Wallace St & Pershing Rd,2024,32
Kildare & Cermak,2024,31
Oconto Ave & Belmont Ave,2024,31
Public Rack - California Ave & Ogden Ave,2024,31
Public Rack - Jonathan Y Scammon Public School,2024,31
Public Rack - Lawndale Ave & 23rd St,2024,31
Public Rack - Mango & Higgins,2024,31
Public Rack - Woodlawn Ave & 63rd St S,2024,31
Pulaski Rd & Ann Lurie Pl,2024,31
Racine Ave & 61st St,2024,31
W 103rd St & S Avers Ave,2024,31
Ashland Ave & 78th St,2024,30
Panama Ave & Grace St,2024,30
Public Rack - 111th St - Morgan Park Metra,2024,30
Public Rack - Komensky Ave & 59th St,2024,30
Public Rack - Lynch & Elston,2024,30
Public Rack - Milwaukee Ave & School St,2024,30
Public Rack - Nashotah & Northwest Hwy,2024,30
Public Rack - Pulaski Rd & Fullerton Ave,2024,30
Public Rack - Wolcott Ave & 61st St,2024,30
California Ave & 29th St,2024,29
Homan Ave & Fillmore St,2024,29
Mason Ave & Montrose Ave,2024,29
Michigan Ave & 105th St,2024,29
Phillips Ave & 83rd St,2024,29
Public Rack - Central & Leland,2024,29
Public Rack - Laramine Ave & Winnemac Ave,2024,29
Public Rack - Parkside & Archer,2024,29
Racine Ave & 57th St,2024,29
Rockwell St & 63rd St,2024,29
Sayre & Diversey,2024,29
Avenue L & 114th St,2024,28
Menard Ave & North Ave,2024,28
Public Rack - Forest Glen Station ,2024,28
Public Rack - Milwaukee Ave & Addison St,2024,28
Public Rack - Milwaukee Ave & Leland Ave,2024,28
Public Rack - Pulaski & Rosemont,2024,28
Rhodes Ave & 71st St,2024,28
Sacramento Blvd & Polk St,2024,28
Vincennes Ave & 75th St,2024,28
Bennett Ave & 79th St,2024,27
Public Rack - N. Oakview and W. Gregory St,2024,27
Public Rack - Natoma Ave & Bryn Mawr Ave,2024,27
Public Rack - Prairie Ave & 47th St ,2024,27
Public Rack - Prairie Ave & Garfield Blvd N,2024,27
Public Rack - Western Ave & 92nd Pl,2024,27
Stony Island Ave & 90th St,2024,27
Yates Blvd & 93rd St,2024,27
Greenwood Ave & 97th St,2024,26
Major Ave & Bloomingdale Ave,2024,26
Major Taylor Trail & 124th St,2024,26
Public Rack - Racine Ave & 74th St,2024,26
South Chicago Ave & 83rd St,2024,26
Wabash Ave & 59th St,2024,26
Public Rack - Ashland Ave & 91st St,2024,25
Public Rack - Karlov Ave & Kamerling Ave,2024,25
Public Rack - Spaulding Ave & Bryn Mawr Ave,2024,25
Public Rack - St Louis Ave & Berteau Ave,2024,25
Homan Ave & 65th St,2024,24
Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY),2024,24
Public Rack - Menard Ave & Dakin St - midblock,2024,24
Baltimore Ave & 133rd St,2024,23
Central Park Ave & 66th St,2024,23
Portage Park,2024,23
Public Rack - Cottage Grove & 86th St,2024,23
Public Rack - Imlay & Milwaukee,2024,23
Public Rack - Kostner & Peterson,2024,23
Public Rack - St Louis & Lincoln,2024,23
St Louis Ave & 51st St,2024,23
Archer Ave & 49th St,2024,22
Hamilton Park,2024,22
Kildare Ave & 85th St,2024,22
Michigan Ave & 114th St,2024,22
Public Rack - Bryn Mawr Ave & Spaulding Ave,2024,22
Public Rack - Nordica & Archer,2024,22
Public Rack - Throop St & 109th Pl,2024,22
Rockwell St & 47th St,2024,22
Tripp Ave & 15th St,2024,22
Wood St & 84th St,2024,22
Bloomingdale Ave & Harlem Ave,2024,21
Olive Harvey College,2024,21
Public Rack - Kenton Ave & Palmer St,2024,21
Public Rack - Lockwood Ave & Diversey Ave,2024,21
Public Rack - Martin Luther King Dr & 44th St,2024,21
Public Rack - Milwaukee Ave & Pensacola Ave,2024,21
Public Rack - Pulaski Rd & 65th St,2024,21
Altgeld Gardens,2024,20
Carpenter St & 63rd St,2024,20
Grace & Cicero,2024,20
Kedzie Ave & 38th St,2024,20
Long Ave & North Ave,2024,20
Maryland Ave & 104th St,2024,20
Overhill Ave & Belmont Ave,2024,20
Public Rack - Avondale Ave & Addison St,2024,20
Public Rack - Ewing Ave & 101st St,2024,20
Public Rack - Greenwood Ave & Lake Park Ave,2024,20
Public Rack - Northwest Hwy & Bryn Mawr,2024,20
Public Rack - Peterson Ave & Milwaukee Ave,2024,20
Keeler Ave & Roosevelt Rd,2024,19
Lockwood Ave and Grand Ave,2024,19
Princeton Ave & 95th St,2024,19
Public Rack - Austin Ave & Wrightwood Ave,2024,19
Public Rack - Halsted St & 63rd St,2024,19
Public Rack - Kedzie Ave & 58th St,2024,19
Public Rack - Kedzie Ave & Chicago Ave,2024,19
Public Rack - King Dr & 115th St,2024,19
Public Rack - Langley Ave & 79th St,2024,19
Public Rack - Laramie Ave & Belmont Ave,2024,19
Public Rack - Lotus Ave & Lawrence Ave,2024,19
Public Rack - Western & 83rd,2024,19
Public Rack - Western Ave & 100th St,2024,19
Public Rack - Western Ave & Jarvis Ave,2024,19
Western Ave & 81st St,2024,19
Eggleston Ave & 92nd St,2024,18
Public Rack - 56th St & Mulligan Ave,2024,18
Public Rack - California Ave & Touhy Ave - NW,2024,18
Public Rack - Kimball & Ardmore,2024,18
Public Rack - Leader & Caldwell,2024,18
Public Rack - Lowe Park,2024,18
Public Rack - Menard Ave & Grand Ave,2024,18
Public Rack - Newcastle & Archer,2024,18
Public Rack - Western Ave & 47th Pl,2024,18
Torrence Ave & 106th St,2024,18
Nordica & Medill,2024,17
Public Rack - Avenue M & 132nd St,2024,17
Public Rack - Christiana & Lincoln,2024,17
Public Rack - Cicero Ave & Wrightwood Ave,2024,17
Public Rack - Houston Ave & 131st St,2024,17
Public Rack - Kenton & Lawrence,2024,17
Public Rack - Peterson Park,2024,17
Public Rack - State ST & 42nd St,2024,17
Public Rack - Touhy Ave & Oconto Ave,2024,17
Pulaski Rd & 21st St,2024,17
Wentworth Ave & 92nd St,2024,17
